UID,fips,period,INFRA120001,INFRA120002,INFRA120003,INFRA120004,INFRA150001,INFRA150002,INFRA150003,INFRA150004,INFRA150005,INFRA150006,INFRA150007,INFRA150008,INFRA150009,INFRA150010,INFRA150011,INFRA150012,INFRA150013,INFRA150014,INFRA150015,INFRA150016,INFRA150017,INFRA150018,INFRA140003,INFRA140004,SOCWB350001,SOCWB350002,SOCWB350003,BLTENV220001,BLTENV220002,BLTENV220003,BLTENV220004,INFRA110007,BLTENV220005,BLTENV220006,BLTENV220007,INFRA120005,INFRA120006,INFRA120007,INFRA120008,BLTENV220008,BLTENV220009,BLTENV220010,BLTENV220011,INFRA140007,ECNVIT510001,INFRA130002,SOCWB320013,SOCWB310003,SOCWB310004,ECNVIT530001,ECNVIT530002,SOCWB310005,SOCWB310006,ECNVIT530003,ECNVIT530004,BLTENV220017,BLTENV220018,ECNVIT530005,ECNVIT530006,SOCWB310007,SOCWB310008,SOCWB310009,SOCWB310010,BLTENV220022,BLTENV220023,SOCWB310011,SOCWB310012,BLTENV220029,BLTENV220030,ECNVIT530007,ECNVIT530008,SOCWB310015,SOCWB310017,SOCWB330004,SOCWB330005,SOCWB330006,SOCWB330007,SOCWB330008,SOCWB330009,SOCWB350006,SOCWB350007,SOCWB330010,SOCWB330011,SOCWB330012,SOCWB330013,SOCWB310018,SOCWB310019,ECNVIT510002,ECNVIT510003,SOCWB320016,SOCWB320017,SOCWB320018,SOCWB320019,SOCWB330014,SOCWB330015,SOCWB330016,SOCWB330017,NATENV410002,NATENV410003,NATENV410004,NATENV410005
59739,48283,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.43380062,60.73208723,,73.72611465,15.76433121,0,10.50955414,,21.33956386,50.03894081,4.439252336,27.11077844,4,,6115,,,,,,,,,,,,,,,,,,,,,,,,,7141,952,,,,,,,,,,,,,,,,,10,53,67,6968,,,,,,,,
59740,48283,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.20531873,61.97105984,,75.16094421,15.93347639,0,8.905579399,,19.00664842,51.85764568,5.709816191,,4,,6329,,,,,,,,,,,,,,,,,,,,,,,,,7429,991,,,,,,,,,,,,,,,,,11,55,79,7233,,,,,,,,
59741,48283,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9706422,62.88073394,,79.78494624,16.55913978,0,3.655913978,,16.95412844,46.12844037,9.211009174,,3,,6349,,,,,,,,,,,,,,,,,,,,,,,,,7469,991,,,,,,,,,,,,,,,,,25,56,80,7248,,,,,,,,
59742,48283,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.15839891,59.69209716,,78.03145611,17.90969051,0,4.058853374,,20.11631885,47.45124872,9.066028053,,4,,6513,,901,,104,,204,,328,,138,,37292,,337,,1093,,588,,433,,952,,22127,7638,1045,,663.79,,2735.37,,1906,,1797,,972,,589,,2080,,204,28,52,82,7420,,1517,,1499,,,,
59743,48283,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.78140136,62.68001292,,78.67682056,15.89719181,0,5.283198477,,24.05553762,46.94865999,7.910881498,,5,,6544,,,,,,,,,,,,,,,,,,,,,,,,,7613,1058,,,,,,,,,,,,,,,,,34,52,98,7376,,,,,,,,
59744,48283,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.50568679,19.84929356,61.06750392,,83.94575678,10.84864392,0,5.030621172,,22.98273155,50.45525903,6.750392465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59745,48285,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2200,,,,,,,,,,,,,,,,,,,,,,,,,19190,4195,,,,,,,,,,,,,,,,,31,40,1337,17697,,,,,,,,
59746,48285,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2269,,,,,,,,,,,,,,,,,,,,,,,,,18958,4156,,,,,,,,,,,,,,,,,31,40,1329,17470,,,,,50.64,4.31,18.25,12.11
59747,48285,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2367,,,,,,,,,,,,,,,,,,,,,,,,,19101,4127,,,,,,,,,,,,,,,,,36,43,1355,17571,,,,,,,,
59748,48285,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2485,,,,,,,,,,,,,,,,,,,,,,,,,19152,4100,,,,,,,,,,,,,,,,,36,51,1362,17601,,,,,,,,
59749,48285,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2580,,,,,,,,,,,,,,,,,,,,,,,,,19130,4081,,,,,,,,,,,,,,,,,38,55,1337,17587,,,,,,,,
59750,48285,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2700,,,,,,,,,,,,,,,,,,,,,,,,,19185,4091,,,,,,,,,,,,,,,,,54,50,1346,17594,,,,,,,,
59751,48285,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2741,,,,,,,,,,,,,,,,,,,,,,,,,19181,4036,,,,,,,,,,,,,,,,,54,72,1384,17518,,,,,50.63,4.32,17.9,12.47
59752,48285,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2877,,,,,,,,,,,,,,,,,,,,,,,,,19238,4041,,,,,,,,,,,,,,,,,55,80,1368,17561,,,,,,,,
59753,48285,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2940,,,,,,,,,,,,,,,,,,,,,,,,,19185,4023,,,,,,,,,,,,,,,,,58,87,1366,17491,,,,,,,,
59754,48285,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,3068,,,,,,,,,,,,,,,,,,,,,,,,,19226,4048,,,,,,,,,,,,,,,,,60,89,1348,17534,,,,,,,,
59755,48285,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.80508227,59.95326648,,50.81514924,26.2979684,,22.66114873,,15.58757667,60.81199494,1.80118781,25.07344089,7,,3107,,3444,,158,,431,,911,,136,,41429,,331,,909,,1601,,522,,2297,,23168,19256,4082,,1891.54,,10308.89,,3503.78,,,,,,,,4449,,595,68,106,1331,17569,,3290,,2862.3,,,,
59756,48285,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7781656,69.4938918,,52.39656912,25.21442987,0,22.23763875,,16.00736863,60.6360287,1.696722901,26.16720955,6,,3185,,,,,,,,,,,,,,,,,,,,,,,,,19216,4083,,,,,,,,,,,,,,,,,59,103,1355,17478,,,,,51.16,4.69,17.21,12.48
59757,48285,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.93638036,71.48736322,,52.10052037,25.51085163,0,22.21094047,,16.12278493,61.10196572,1.723637068,25.18006548,5,,3337,,,,,,,,,,,,,,,,,,,,,,,,,19439,4188,,,,,,,,,,,,,,,,,59,107,1366,17650,,,,,,,,
59758,48285,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.20209566,71.14000194,,54.85669822,23.43405525,0,21.50175075,,16.15407005,59.50325022,1.76579024,27.24781765,5,,3372,,,,,,,,,,,,,,,,,,,,,,,,,19525,4262,,,,,,,,,,,,,,,,,68,110,1355,17730,,,,,,,,
59759,48285,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55707939,68.54355805,,56.40562508,21.95845697,0,21.30047736,,17.09484257,59.24280471,0.598802395,27.37369985,4,,3462,,,,,,,,,,,,,,,,,,,,,,,,,19676,4316,,,,,,,,,,,,,,,,,73,110,1334,17899,,,,,,,,
59760,48285,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.25540123,67.58487654,,57.35618751,21.80236333,67.09951089,20.50383067,,16.46412037,57.91859568,0.50154321,26.50344255,4,2,3584,,3661,,289,,364,,838,,142,,48677,,365,,1007,,1707,,632,,2667,,27288,19821,4380,,2158.9,,11106.8,,2776,,2877,,1765,,498,,4555,,375,83,112,1323,18011,,3345,,2753,,,,
59761,48285,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.57666345,66.45323047,,58.71334453,22.28394264,149.2249063,18.71851182,,16.43201543,57.08775313,0.588235294,27.03798523,4,,3667,,,,,,,,,,,,,,,,,,,,,,,,,19809,4451,,,,,,,,,,,,,,,,,87,123,1325,17989,,,,,,,,
59762,48285,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.46017699,14.27170464,65.83405442,,59.74752733,21.23893805,67.16120076,18.76626757,,18.1905586,55.77348332,1.153735218,28.02318738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59763,48287,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2873,,,,,,,,,,,,,,,,,,,,,,,,,15701,2257,,,,,,,,,,,,,,,,,39,87,1919,13548,,,,,,,,
59764,48287,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3034,,,,,,,,,,,,,,,,,,,,,,,,,16008,2269,,,,,,,,,,,,,,,,,39,89,1879,13886,,,,,4.81,2.37,30.5,1.65
59765,48287,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3095,,,,,,,,,,,,,,,,,,,,,,,,,16131,2349,,,,,,,,,,,,,,,,,40,98,1878,13994,,,,,,,,
59766,48287,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3256,,,,,,,,,,,,,,,,,,,,,,,,,16234,2354,,,,,,,,,,,,,,,,,40,103,1891,14069,,,,,,,,
59767,48287,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3249,,,,,,,,,,,,,,,,,,,,,,,,,16220,2355,,,,,,,,,,,,,,,,,40,113,1837,14076,,,,,,,,
59768,48287,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3327,,,,,,,,,,,,,,,,,,,,,,,,,16330,2447,,,,,,,,,,,,,,,,,50,116,1803,14172,,,,,,,,
59769,48287,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3380,,,,,,,,,,,,,,,,,,,,,,,,,16348,2479,,,,,,,,,,,,,,,,,58,135,1851,14108,,,,,4.83,2.65,29.99,1.65
59770,48287,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3505,,,,,,,,,,,,,,,,,,,,,,,,,16421,2541,,,,,,,,,,,,,,,,,58,151,1823,14171,,,,,,,,
59771,48287,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3517,,,,,,,,,,,,,,,,,,,,,,,,,16550,2606,,,,,,,,,,,,,,,,,62,154,1835,14269,,,,,,,,
59772,48287,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,3635,,,,,,,,,,,,,,,,,,,,,,,,,16565,2654,,,,,,,,,,,,,,,,,62,169,1801,14294,,,,,,,,
59773,48287,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.96123301,46.80845336,,60.1129193,15.44337429,,24.44370641,,22.61407996,62.28294521,3.230582851,25.61447811,7,,3751,,2224,,111,,255,,687,,286,,46986,,400,,1143,,1680,,593,,1407,,23074,16610,2618,,1563.68,,8530.14,,2616.71,,,,,,,,4314,,408,77,181,1812,14316,,3448,,3103.2,,,,
59774,48287,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.646026,54.62538534,,62.24641267,14.10192974,0,23.05789213,,25.14408256,62.14984587,2.814636108,25.16629402,6,,3752,,,,,,,,,,,,,,,,,,,,,,,,,16604,2667,,,,,,,,,,,,,,,,,70,173,1865,14225,,,,,4.97,2.73,29.75,1.68
59775,48287,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.29352902,54.38692462,,62.86093594,14.66976435,125.7675075,21.70594092,,24.1227485,60.57371581,2.414943296,27.74207431,5,,3754,,,,,,,,,,,,,,,,,,,,,,,,,16553,2776,,,,,,,,,,,,,,,,,81,167,1840,14183,,,,,,,,
59776,48287,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.87568434,56.55227667,,62.55347154,12.27377427,109.058901,23.85653175,,22.08572573,62.23794899,2.40352517,27.36759458,5,,3795,,,,,,,,,,,,,,,,,,,,,,,,,16587,2830,,,,,,,,,,,,,,,,,81,185,1862,14174,,,,,,,,
59777,48287,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.93318308,57.01975341,,64.0187699,12.88754818,120.3802733,21.43455673,,22.2988201,59.63144637,1.61739361,26.53975364,4,,3834,,,,,,,,,,,,,,,,,,,,,,,,,16672,2942,,,,,,,,,,,,,,,,,85,185,1868,14254,,,,,,,,
59778,48287,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.66825208,56.15537059,,66.62775183,12.44162775,137.7918612,19.21280854,,22.26185758,59.04346677,1.955344167,25.3217049,4,,3957,,2531,,187,,253,,893,,160,,53902,,449,,1234,,1685,,760,,1573,,25006,16902,3009,,1918.66,,9269.8,,2338,,2765,,2374,,784,,3922,,464,77,197,1904,14412,,3170,,2978,,,,
59779,48287,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.17774262,55.51292194,,66.79414699,14.36647822,0,17.90821417,,21.74314346,59.94198312,1.397679325,26.93912063,4,,4019,,,,,,,,,,,,,,,,,,,,,,,,,17055,3091,,,,,,,,,,,,,,,,,85,190,1922,14520,,,,,,,,
59780,48287,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.80451128,20.11966701,56.13683663,,66.77018634,15.15201046,0,17.19516182,,21.1628512,61.64151925,1.209677419,25.68549493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59781,48289,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1225,,,,,,,,,,,,,,,,,,,,,,,,,15395,3082,,,,,,,,,,,,,,,,,34,51,1613,13601,,,,,,,,
59782,48289,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1294,,,,,,,,,,,,,,,,,,,,,,,,,15452,3155,,,,,,,,,,,,,,,,,37,51,1550,13720,,,,,35.26,2.9,32.98,7.95
59783,48289,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1425,,,,,,,,,,,,,,,,,,,,,,,,,15718,3174,,,,,,,,,,,,,,,,,40,54,1529,13993,,,,,,,,
59784,48289,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1520,,,,,,,,,,,,,,,,,,,,,,,,,15795,3218,,,,,,,,,,,,,,,,,50,59,1476,14104,,,,,,,,
59785,48289,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1612,,,,,,,,,,,,,,,,,,,,,,,,,15837,3270,,,,,,,,,,,,,,,,,52,68,1449,14153,,,,,,,,
59786,48289,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1727,,,,,,,,,,,,,,,,,,,,,,,,,16104,3305,,,,,,,,,,,,,,,,,65,65,1378,14468,,,,,,,,
59787,48289,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1819,,,,,,,,,,,,,,,,,,,,,,,,,16334,3331,,,,,,,,,,,,,,,,,69,80,1398,14637,,,,,35.16,2.92,32.76,7.99
59788,48289,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1919,,,,,,,,,,,,,,,,,,,,,,,,,16390,3381,,,,,,,,,,,,,,,,,74,90,1392,14675,,,,,,,,
59789,48289,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2122,,,,,,,,,,,,,,,,,,,,,,,,,16832,3485,,,,,,,,,,,,,,,,,81,94,1372,15125,,,,,,,,
59790,48289,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2227,,,,,,,,,,,,,,,,,,,,,,,,,16862,3560,,,,,,,,,,,,,,,,,83,100,1267,15241,,,,,,,,
59791,48289,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6514665,42.97152644,,48.97244634,13.6246004,,37.40295327,,26.6645258,58.8739028,1.455791051,24.73881815,9,,2298,,3244,,109,,283,,977,,247,,40355,,363,,1057,,2491,,616,,2773,,22484,16780,3608,,1487.43,,9290.53,,2812.77,,,,,,,,3689,,373,93,101,1204,15219,,2704,,2595.84,,,,
59792,48289,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.22487836,48.42606304,,51.71349182,12.81259648,0,35.42760111,,25.48127777,58.11296806,1.512587265,25.03097489,9,,2297,,,,,,,,,,,,,,,,,,,,,,,,,16838,3658,,,,,,,,,,,,,,,,,106,109,1226,15203,,,,,35.16,3.17,31.73,7.98
59793,48289,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.74794174,50.78847372,,52.70438297,11.48585639,0,35.77867578,,27.50686088,56.61811273,1.688832594,24.34013051,7,,2285,,,,,,,,,,,,,,,,,,,,,,,,,16748,3741,,,,,,,,,,,,,,,,,119,110,1238,15076,,,,,,,,
59794,48289,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.16455696,50.27637131,,57.12710663,10.93085525,0,31.73728146,,27.9535865,56.1814346,1.656118143,24.26827283,7,,2342,,,,,,,,,,,,,,,,,,,,,,,,,16668,3827,,,,,,,,,,,,,,,,,120,120,1215,14989,,,,,,,,
59795,48289,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.63839614,48.21034953,,58.93030794,11.13452188,0,29.4165316,,26.79752283,54.82313425,1.354046394,25.70071987,5,,2331,,,,,,,,,,,,,,,,,,,,,,,,,16793,3945,,,,,,,,,,,,,,,,,127,132,1231,15064,,,,,,,,
59796,48289,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00168032,51.26233984,,59.55714751,9.98046239,0,29.89254315,,25.56185675,52.9510607,1.134215501,26.69965364,5,,2404,,3082,,292,,234,,790,,93,,49802,,400,,1094,,2434,,621,,3380,,27535,17102,4042,,2036.99,,9924.43,,2171,,3287,,2322,,784,,3799,,539,117,133,1265,15340,,2686,,2656,,,,
59797,48289,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.51073861,53.45206915,,59.80251632,10.39974518,0,29.31995541,,26.98795181,52.64536406,1.267679413,27.79409352,7,,2461,,,,,,,,,,,,,,,,,,,,,,,,,17299,4132,,,,,,,,,,,,,,,,,138,152,1294,15444,,,,,,,,
59798,48289,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.78702962,19.60074472,54.12494828,,61.10488391,9.783827062,0,28.64691753,,27.04799338,50.65163426,1.241208109,28.3177876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59799,48291,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,7777,,,,,,,,,,,,,,,,,,,,,,,,,70576,7223,,,,,,,,,,,,,,,,,245,370,9106,60255,,,,,,,,
59800,48291,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,8373,,,,,,,,,,,,,,,,,,,,,,,,,71679,7218,,,,,,,,,,,,,,,,,279,429,9059,61279,,,,,3.82,2.28,43.26,33.21
59801,48291,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,8960,,,,,,,,,,,,,,,,,,,,,,,,,73280,7279,,,,,,,,,,,,,,,,,289,458,9117,62719,,,,,,,,
59802,48291,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,9498,,,,,,,,,,,,,,,,,,,,,,,,,73734,7392,,,,,,,,,,,,,,,,,319,492,9022,63171,,,,,,,,
59803,48291,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,9883,,,,,,,,,,,,,,,,,,,,,,,,,74285,7486,,,,,,,,,,,,,,,,,307,502,9028,63632,,,,,,,,
59804,48291,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,10577,8054,,280,,2539,,,,2649,,32201,,357,,883,,9072,,616,,3223,,16564,,74303,7597,3923.91,,19793.94,,14973.22,,,,13951,,6255,,,,-99,,328,533,8966,63588,14641,,14237.32,,,,,
59805,48291,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,11123,8486,,182,,1306,,,,1896,,39310,,292,,947,,9431,,663,,5089,,16811,,74269,7769,3621.56,,34306.94,,16818.73,,,,7639,,2493,,19762,,1950,,366,583,8879,63560,15066,,14283.83,,3.66,2.38,41.26,32.87
59806,48291,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,11771,7641,,375,,1697,,,,1482,,46391,,376,,1071,,8296,,611,,3838,,18965,,74515,7939,3559.26,,34861.25,,15623.8,,,,8049,,3232,,19737,,2499,,363,600,8725,63881,14845,,14463.32,,,,,
59807,48291,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,12497,8272,,625,,921,,,,232,,51358,,334,,1057,,9185,,614,,4921,,20936,,74915,8129,5038.78,,37566.41,,13212.3,,,,10661,,4473,,19382,,2376,,386,654,8616,64247,14531,,13935.22,,,,,
59808,48291,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,13095,7852,,290,,1603,,4278,,870,,43138,,313,,1050,,-99,,699,,4306,,17647,,75041,8323,3882.32,,35523.22,,14441.06,,,,12548,,5154,,20047,,3913,,382,691,8407,64491,15255,,14538.01,,,,,
59809,48291,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.82871103,39.71774052,,60.75559624,17.38786719,,21.56528252,,31.46332033,66.68424198,1.318148265,34.34784177,12,,13764,9193,8450,168,292,1086,1190,,3661,517,999,48608,45929,416,363,1141,1088,-99,8951,724,690,3722,4415,18507,18807,75868,8541,3894.7,4254.71,37418.7,35391.46,13381.32,14723.34,16668,,12759,,4575,,19461,19514,3658,2903,415,719,8443,65243,14464,14926,13755.26,14343.88,,,,
59810,48291,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.70601383,44.68184676,,61.89040756,17.0912995,0,20.77879176,,31.9410491,66.28832856,1.365509534,34.61001061,11,,14199,8648,,353,,765,,3647,,801,,45371,,395,,1157,,-99,,756,,4742,,19561,,76057,8796,3837.16,,38927.01,,13567.85,,18389,,13037,,4893,,19429,,5489,,438,706,8369,65440,13954,,13395.84,,3.62,2.35,38.48,33.59
59811,48291,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.98178538,44.92523332,,62.66301459,16.88401946,0,20.02371121,,32.69611074,66.74877702,1.398188946,34.08900804,10,,14703,9626,,763,,1080,,3722,,883,,50006,,410,,1133,,9561,,629,,4176,,20240,,76425,9276,4392.96,,36990.72,,14571.17,,17955,,12244,,5265,,19418,,4422,,447,736,8299,65771,15946,,15706.81,,,,,
59812,48291,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19854722,45.86717399,,65.69393012,16.35807438,0,17.56963452,,31.71221031,67.10480802,1.466620547,34.0936607,9,,15140,9945,,351,,1745,,5436,,849,,41711,,374,,1192,,7999,,726,,3812,,19346,,76973,9571,5271.12,,38586.7,,14288.89,,16310,,15629,,5185,,19244,,2050,,500,765,8224,66255,14048,,13331.55,,,,,
59813,48291,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39984909,47.48079298,,68.86559311,14.43718112,0,16.23883929,,31.21141446,66.94333928,1.601728632,34.41649001,7,,15960,9972,,333,,1776,,4337,,351,,44188,,445,,1159,,9048,,752,,4619,,19772,,78192,9944,4925.95,,40074.67,,12752.68,,15793,,11890,,4003,,19589,,1420,,521,792,8347,67243,16091,,15769.18,,,,,
59814,48291,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.10897169,21.02646187,48.4351054,,70.99411509,13.55898732,0,15.05588688,,30.56227225,64.98314205,1.804992678,34.24289223,7,3,17037,9236,9592,1057,700,1460,1296,,4250,314,704,55152,48729,391,415,1218,1186,8446,8974,819,762,3425,4044,24044,21194,79696,10325,5575.38,4867.96,39080.31,38639.49,14361,13789,12478,16292,9954,12548,3683,4350,20044,19400,3117,3609,526,838,8411,68603,14291,14561,13922,14073,,,,
59815,48291,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.69103954,21.7680435,48.85068729,,70.11830854,14.98184374,0,14.31416188,,30.57516296,64.82150697,1.891316829,35.57363325,8,,18567,,,775,,,,,,,,,,,,,,,,811,,,,22789,,81704,10660,,,,,,,13843,,,,4564,,20835,,2092,,522,859,8486,70465,15107,,13687,,,,,
59816,48291,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.58512359,22.2659708,50.49943846,,71.55232155,14.93031493,0,12.56256256,,31.06295831,64.21351655,1.879500562,36.88727723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59817,48293,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2868,,,,,,,,,,,,,,,,,,,,,,,,,22053,3597,,,,,,,,,,,,,,,,,42,111,4240,17469,,,,,,,,
59818,48293,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3015,,,,,,,,,,,,,,,,,,,,,,,,,22159,3629,,,,,,,,,,,,,,,,,46,118,4218,17569,,,,,27.46,0.36,6.07,0.27
